#Organism/Name	TaxID	BioProject Accession	BioProject ID	Group	SubGroup	Size (Mb)	GC%	Assembly Accession	Chromosomes	Organelles	Plasmids	WGS	Scaffolds	Genes	Proteins	Release Date	Modify Date	Status	Center	BioSample Accession
Ceratotherium simum simum	73337	PRJNA74583	74583	Animals	Mammals	2464.37	41.2	GCA_000283155.1	-	1	-	AKZM01	3087	22548	26298	1997/04/25	2010/02/01	Scaffolds or contigs	Broad Institute	SAMN00778988
Orycteropus afer afer	1230840	PRJNA74587	74587	Animals	Mammals	4444.06	40.1	GCA_000298275.1	-	-	-	ALYB01	22508	-	-	2012/09/17	2013/11/01	Scaffolds or contigs	Broad Institute	SAMN00744890
Chrysochloris asiatica	185453	PRJNA74591	74591	Animals	Mammals	4210.11	41.8	GCA_000296735.1	-	1	-	AMDV01	20500	13	13	2003/06/25	2010/02/01	Scaffolds or contigs	Broad Institute	SAMN00744889
Trichostrongylus colubriformis	6319	PRJNA74537	74537	Animals	Roundworms	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	The Genome Institute	-
Elephantulus edwardii	28737	PRJNA74589	74589	Animals	Mammals	3843.98	40.3	GCA_000299155.1	-	-	-	AMGZ01	8768	-	-	2012/09/20	2013/11/01	Scaffolds or contigs	Broad Institute	SAMN00749966
Trichinella pseudospiralis	6337	PRJNA74613	74613	Animals	Roundworms	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Washington University Genome Sequencing Center	-
Taphrina deformans PYCC 5710	1097556	PRJEA74523	74523	Fungi	Ascomycetes	13.3942	49.6	GCA_000312925.2	-	-	-	CAHR02	403	-	4651	2012/11/05	2013/10/10	Scaffolds or contigs	Faculdade de Ciências e Tecnologia, Universidade Nova de Lisboa	-
Octodon degus	10160	PRJNA74595	74595	Animals	Mammals	2995.89	41.4	GCA_000260255.1	-	1	-	AJSA01	7135	13	13	2011/08/29	2013/11/01	Scaffolds or contigs	Broad Institute	SAMN00769067
Oidiodendron maius Zn	913774	PRJNA74727	74727	Fungi	Ascomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	JGI	-
Dothistroma septosporum NZE10	675120	PRJNA74753	74753	Fungi	Ascomycetes	30.2094	53.1	GCA_000340195.1	-	-	-	AIEN01	20	12456	12415	2013/02/08	2013/02/27	Scaffolds or contigs	JGI	-
Bjerkandera adusta HHB-12826-SP SB-22	748444	PRJNA74757	74757	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	JGI	-
Daubentonia madagascariensis	31869	PRJNA74997	74997	Animals	Mammals	2855.37	39.6	GCA_000241425.1	-	-	-	AGTM01	-	-	-	2012/01/05	2013/11/01	Scaffolds or contigs	Weill Cornell Medical College	SAMN00690380
Ficedula albicollis	59894	PRJNA75089	75089	Animals	Birds	1118.34	44.2995	GCA_000247815.2	33	1	-	AGTO02	21836	16671	25827	2012/11/30	2013/06/28	Chromosomes	Uppsala University	-
Dekkera bruxellensis CBS 2499	747657	PRJNA76499	76499	Fungi	Ascomycetes	13.3559	40	GCA_000340765.1	-	-	-	AHMD01	63	-	-	2013/02/15	2013/02/20	Scaffolds or contigs	JGI	-
Dekkera bruxellensis AWRI1499	1124627	PRJNA78661	78661	Fungi	Ascomycetes	12.6765	39.9	GCA_000259595.1	-	-	-	AHIQ01	324	4966	4861	2012/04/27	2012/04/27	Scaffolds or contigs	The Australian Wine Research Institute	-
Piriformospora indica DSM 11827	1109443	PRJEA76339	76339	Fungi	Basidiomycetes	25.0437	50.7	GCA_000313545.1	-	1	-	CAFZ01	1885	11826	11766	2011/10/17	2011/11/10	Scaffolds or contigs	Institute of Bioinformatics and Systems Biology, Helmholtz Zentrum München, Neuherberg, Germany	-
Candida caseinolytica NRRL Y-17796	767744	PRJNA76687	76687	Fungi	Ascomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	JGI	-
Camelus ferus	419612	PRJNA76177	76177	Animals	Mammals	2009.19	41.3	GCA_000311805.2	-	1	-	AGVR01	13334	33489	23635	2007/07/01	2011/01/06	Scaffolds or contigs	The Bactrian Camels Genome Sequencing and Analysis Consortium	SAMN01910617
Homoloaphlyctis polyrhiza JEL 142	166479	PRJNA68115	68115	Fungi	Other Fungi	26.1117	49.8	GCA_000235945.1	-	-	-	AFSM01	11986	-	-	2011/11/18	2011/11/22	Scaffolds or contigs	University of Idaho, Initiative for Bioinformatics and Evolutionary Studies	-
Mesocricetus auratus	10036	PRJNA77669	77669	Animals	Mammals	2504.93	43.2	GCA_000349665.1	-	1	-	APMT01	21484	22968	25834	2009/09/30	2009/10/08	Scaffolds or contigs	Broad Institute	SAMN00769068
Aspergillus kawachii IFO 4308	1033177	PRJDA66971	66971	Fungi	Ascomycetes	37.1132	49	GCA_000239835.2	-	1	-	BACL01	1163	11472	11475	2011/10/27	2011/11/18	Scaffolds or contigs	University of Kyushu, Department of Bioscience and Biotechnology	-
fungal sp. EF0021	1117665	PRJNA77807	77807	Fungi	Other Fungi	44.3721	47.1	GCA_000292665.1	-	-	-	AIET01	2051	-	-	2012/08/21	2012/08/21	Scaffolds or contigs	Fraunhofer	-
Tachyglossus aculeatus	9261	PRJNA202404	202404	Animals	Mammals	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	University of Lausanne, Center for Integrative Genomics	-
Amborella trichopoda	13333	PRJNA212863	212863	Plants	Land Plants	706.333	37.5	GCA_000471905.1	-	-	-	AWHE01	5745	27981	27313	2013/09/27	2013/12/29	Scaffolds or contigs	Amborella Genome Sequencing Project	SAMN02313977
Manduca sexta	7130	PRJNA81037	81037	Animals	Insects	419.424	35.3	GCA_000262585.1	-	-	-	AIXA01	20871	-	-	2012/04/13	2013/11/06	Scaffolds or contigs	Human Genome Sequencing Center - BCM	SAMN00779869
Chromera velia CCMP2878	1169474	PRJNA158807	158807	Protists	Other Protists	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Pteropus alecto	9402	PRJNA171993	171993	Animals	Mammals	1985.98	39.9	GCA_000325575.1	-	1	-	ALWS01	65598	19677	19632	2012/12/17	2013/11/06	Scaffolds or contigs	BGI	SAMN01103203
Alternaria arborescens EGS 39-128	1122867	PRJNA78243	78243	Fungi	Ascomycetes	33.8894	50.9	GCA_000256225.1	-	-	-	AIIC01	820	-	-	2012/03/26	2012/08/17	Scaffolds or contigs	Department of Plant Pathology, The Ohio State University	-
Naumovozyma dairenensis CBS 421	1071378	PRJEA70961	70961	Fungi	Ascomycetes	13.5276	34.1768	GCA_000227115.2	11	-	-	-	11	5816	5548	2011/08/16	2012/05/11	Chromosomes	Wolfe Laboratory, Smurfit Institute of Genetics, Trinity College Dublin, Ireland	-
Chondrus crispus	2769	PRJEA78309	78309	Other	Other	104.98	52.8585	GCA_000350225.2	-	2	-	CAKH01	926	9843	9807	2013/03/21	2013/03/26	Chromosomes	Genoscope - Centre National de Sequencage	-
Chrysemys picta bellii	8478	PRJNA78657	78657	Animals	Reptiles	2589.75	44.8	GCA_000241765.1	-	1	-	AHGY01	80984	23901	37243	1999/03/29	2010/02/01	Scaffolds or contigs	Painted turtle genome sequencing consortium	-
Anopheles sinensis	74873	PRJNA192677	192677	Animals	Insects	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Anopheles sinensis	74873	PRJNA192678	192678	Animals	Insects	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Anopheles sinensis	74873	PRJNA209295	209295	Animals	Insects	220.778	43.9	GCA_000441895.1	-	-	-	ATLV01	9592	-	-	2013/07/26	2013/07/26	Scaffolds or contigs	Nanjing Medical University	-
Anopheles sinensis	74873	PRJNA214011	214011	Animals	Insects	375.764	44	GCA_000472065.2	-	-	-	AXCK02	10448	-	-	2013/09/28	2014/01/17	Scaffolds or contigs	Broad Institute	-
Macrophomina phaseolina MS6	1126212	PRJNA78845	78845	Fungi	Ascomycetes	48.8828	52.3	GCA_000302655.1	-	-	-	AHHD01	1506	14712	13806	2012/10/03	2012/10/03	Scaffolds or contigs	Advanced Studies of Genomics, Proteomics and Bioinformatics (ASGPB), University of Hawaii & Basic and Applied Research on Jute (BARJ), Bangladesh Jute Research Institute	-
Tetrapisispora phaffii CBS 4417	1071381	PRJEA70965	70965	Fungi	Ascomycetes	12.1151	33.5732	GCA_000236905.1	16	-	-	Unplaced	17	5463	5253	2011/11/17	2013/02/05	Chromosomes	Wolfe Laboratory, Smurfit Institute of Genetics, Trinity College Dublin, Ireland	-
Tigriopus californicus	6832	PRJNA237968	237968	Animals	Other Animals	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Scripps Institution of Oceanography	-
Nicotiana tomentosiformis	4098	PRJNA182501	182501	Plants	Land Plants	1688.31	38.9	GCA_000390325.1	-	-	-	ASAG01	159548	-	-	2013/05/10	2013/05/16	Scaffolds or contigs	Philip Morris International R&D	-
Omphalotus olearius VT 653.13	1128401	PRJNA79063	79063	Fungi	Basidiomycetes	27.9937	47.4	GCA_000296255.1	-	-	-	AHIW01	802	-	-	2012/09/11	2012/09/17	Scaffolds or contigs	University of Minnesota	-
Torulaspora delbrueckii	1076872	PRJEA70971	70971	Fungi	Ascomycetes	9.22068	42.0369	GCA_000243375.1	8	-	-	-	8	5176	4972	2011/12/08	2013/02/05	Chromosomes	Wolfe Laboratory, Smurfit Institute of Genetics, Trinity College Dublin, Ireland	-
Pseudoperonospora cubensis	143453	PRJNA80635	80635	Protists	Other Protists	64.3328	54	GCA_000252605.1	-	-	-	AHJF01	-	-	-	2012/03/13	2013/11/01	Scaffolds or contigs	Michigan State University	SAMN00791897
Eutrema salsugineum	72664	PRJNA80723	80723	Plants	Land Plants	231.893	37.4926	GCA_000325905.2	7	-	-	AHIU01	2663	-	-	2012/06/29	2013/02/11	Chromosomes	IGDB	-
Hammondia hammondi	99158	PRJNA80807	80807	Protists	Apicomplexans	67.4812	53.3	GCA_000258005.1	-	-	-	AHJH01	-	-	-	2012/04/05	2012/04/05	Scaffolds or contigs	J. Craig Venter Institute	-
Hammondia hammondi	99158	PRJNA191036	191036	Protists	Apicomplexans	51.4981	52.3	GCA_000447165.1	-	-	-	AVCM01	-	-	-	2013/08/13	2013/08/13	Scaffolds or contigs	University of Pittsburgh	SAMN01974510
Phytomonas serpens 9T	5707	PRJNA80957	80957	Protists	Kinetoplasts	25.6932	46.6	GCA_000331125.1	-	-	-	AIHY01	-	-	-	2013/01/08	2013/01/08	Scaffolds or contigs	Institute of Parasitology, Biology Centre, ASCR	-
Tetrapisispora blattae CBS 6284	1071380	PRJEA70963	70963	Fungi	Ascomycetes	14.0486	31.7378	GCA_000315915.1	10	-	-	-	10	5725	5388	2012/05/11	2013/02/05	Chromosomes	Wolfe Laboratory, Smurfit Institute of Genetics, Trinity College Dublin, Ireland	-
Kazachstania africana CBS 2517	1071382	PRJEA70967	70967	Fungi	Ascomycetes	11.1301	36.3068	GCA_000304475.1	12	-	-	-	12	5649	5378	2012/01/17	2013/02/05	Chromosomes	Wolfe Laboratory, Smurfit Institute of Genetics, Trinity College Dublin, Ireland	-
Kazachstania naganishii CBS 8797	1071383	PRJEA70969	70969	Fungi	Ascomycetes	10.8458	45.8879	GCA_000348985.1	13	-	-	-	13	5488	5321	2012/09/03	2013/02/05	Chromosomes	Wolfe Laboratory, Smurfit Institute of Genetics, Trinity College Dublin, Ireland	-
Fibroporia radiculosa	1078123	PRJEA72357	72357	Fungi	Basidiomycetes	28.378	51.2	GCA_000313525.1	-	-	-	CAGC01	861	9262	9262	2012/01/19	2012/01/19	Scaffolds or contigs	Forest Products, Mississippi State University	-
Gossypium herbaceum	34274	PRJNA178970	178970	Plants	Land Plants	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Mississippi State University	-
Gossypium mustelinum	34275	PRJNA192696	192696	Plants	Land Plants	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Mississippi State University	-
Eucalyptus camaldulensis	34316	PRJDA71141	71141	Plants	Land Plants	654.922	39.2	GCA_000260855.1	-	-	-	BADO01	-	-	-	2012/01/21	2012/01/21	Scaffolds or contigs	Kazusa DNA Research Institute	-
Candida orthopsilosis AY2	1213353	PRJNA171019	171019	Fungi	Ascomycetes	14.5117	37.3	GCA_000304155.1	-	-	-	AMDC01	-	-	-	2012/10/09	2012/10/09	Scaffolds or contigs	Universiti Teknologi Malaysia	-
Candida orthopsilosis	1136231	PRJEA83665	83665	Fungi	Ascomycetes	12.6594	37.6081	GCA_000315875.1	8	-	-	-	8	5787	5678	2012/03/14	2013/02/12	Chromosomes	Trinity College Dublin	-
Rozella allomycis CSF55	988480	PRJNA81749	81749	Fungi	Other Fungi	11.8593	34.9	GCA_000442015.1	-	-	-	ATJD01	1059	-	-	2013/07/29	2013/08/19	Scaffolds or contigs	University of Michigan	SAMN01940551
Hysterium pulicare CBS 123377	1136866	PRJNA81797	81797	Fungi	Ascomycetes	38.2497	48.8	GCA_000467715.1	-	-	-	AJFK01	1091	-	-	2013/09/16	2013/09/16	Scaffolds or contigs	Assembling the Fungal Tree of Life (AFTOL)	-
Gracilariopsis lemaneiformis	2782	PRJNA195553	195553	Other	Other	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Ocean University of China	-
Rhytidhysteron rufulum CBS 306.38	1136865	PRJNA81799	81799	Fungi	Ascomycetes	39.8568	47.9	GCA_000467735.1	-	-	-	AJFL01	3976	-	-	2013/09/16	2013/09/16	Scaffolds or contigs	Assembling the Fungal Tree of Life (AFTOL)	-
Trachemys scripta	34903	PRJNA177943	177943	Animals	Reptiles	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	The Genome Institute, Washington University School of Medicine (WUGSC)	-
Rumex acetosa	41241	PRJNA82261	82261	Plants	Land Plants	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Institute of Biophysics, Academy of Sciences of the Czech Republic, v.v.i.	-
Rumex acetosa	41241	PRJNA183728	183728	Plants	Land Plants	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Institute of Biophysics, Academy of Sciences of the Czech Republic, v.v.i.	-
Sphaerulina populicola P02.02b	1136490	PRJNA81737	81737	Fungi	Ascomycetes	33.1888	50.3	GCA_000291705.1	-	-	-	AIDU01	502	-	-	2012/08/17	2012/08/20	Scaffolds or contigs	University of British Columbia	-
Pelargonium x hortorum	4031	PRJNA173441	173441	Plants	Land Plants	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	University of Nebraska-Lincoln	-
Amanita thiersii Skay4041	703135	PRJNA82749	82749	Fungi	Basidiomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	JGI	-
Aspergillus aculeatus ATCC 16872	690307	PRJNA82765	82765	Fungi	Ascomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	JGI	-
Trebouxia sp. TR-9	543881	PRJNA82781	82781	Plants	Green Algae	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	University of Valencia, Botany, Spain, Burjassot	-
Hylobates pileatus	9589	PRJNA82881	82881	Animals	Mammals	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Human Genome Sequencing Center - BCM	-
Symphalangus syndactylus	9590	PRJNA82885	82885	Animals	Mammals	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Human Genome Sequencing Center - BCM	-
Hylobates moloch	81572	PRJNA82883	82883	Animals	Mammals	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Human Genome Sequencing Center - BCM	-
Hoolock leuconedys	593543	PRJNA82887	82887	Animals	Mammals	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Human Genome Sequencing Center - BCM	-
Setosphaeria turcica Et28A	671987	PRJNA82947	82947	Fungi	Ascomycetes	43.0135	51.4	GCA_000359705.1	-	-	-	AIHT01	407	11846	11698	2013/04/09	2013/04/25	Scaffolds or contigs	JGI	-
Populus deltoides	3696	PRJNA232573	232573	Plants	Land Plants	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Chinese Academy of Forestry	-
Copidosoma floridanum	29053	PRJNA171748	171748	Animals	Insects	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	The i5k Initiative	-
Anoplopoma fimbria	229290	PRJNA202249	202249	Animals	Fishes	699.326	40.3	GCA_000499045.1	-	-	-	AWGY01	-	-	-	2013/11/25	2013/11/25	Scaffolds or contigs	University of Victoria	SAMN02144194
Eimeria maxima	5804	PRJEB4864	225685	Protists	Apicomplexans	45.9751	46.6	GCA_000499605.1	-	-	-	CBUY01	3564	6057	6057	2013/10/30	2013/10/30	Scaffolds or contigs	SC	-
Pyrus x bretschneideri	225117	PRJNA157875	157875	Plants	Land Plants	508.551	37.3	GCA_000315295.1	-	-	-	AJSU01	2182	-	-	2012/11/21	2013/11/06	Scaffolds or contigs	Nanjing Agricultural University	SAMN01797448
Fragaria x ananassa	3747	PRJDB1476	231450	Plants	Land Plants	173.23	38.4	GCA_000511695.1	-	-	-	BATS01	211588	-	-	2013/11/27	2013/11/27	Scaffolds or contigs	Kazusa DNA Research Institute	-
Fragaria x ananassa	3747	PRJDB1477	231451	Plants	Land Plants	697.762	38.9	GCA_000511835.1	-	-	-	BATT01	625966	-	-	2013/11/27	2013/11/27	Scaffolds or contigs	Kazusa DNA Research Institute	-
Leptinotarsa decemlineata	7539	PRJNA171749	171749	Animals	Insects	1170.24	35.6	GCA_000500325.1	-	-	-	AYNB01	24393	-	-	2013/11/27	2013/12/02	Scaffolds or contigs	The i5k Initiative	SAMN02376991
Gossypium longicalyx	34280	PRJNA178971	178971	Plants	Land Plants	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Mississippi State University	-
Vaccinium corymbosum	69266	PRJNA170639	170639	Plants	Land Plants	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	UNC Charlotte	-
Eimeria acervulina	5801	PRJEB4832	223648	Protists	Apicomplexans	45.8306	48.4	GCA_000499425.1	-	-	-	CBUS01	3415	6867	6867	2013/10/30	2013/10/30	Scaffolds or contigs	SC	-
Fonticula alba	691883	PRJNA189482	189482	Protists	Other Protists	31.2965	67.9	GCA_000388065.1	-	-	-	AROH01	214	-	-	2013/05/02	2013/05/03	Scaffolds or contigs	Broad Institute	-
Daldinia eschscholzii UM1020	1147731	PRJNA82955	82955	Fungi	Ascomycetes	35.8424	46.5	GCA_000261445.1	-	-	-	AIID01	-	-	-	2012/05/07	2012/05/07	Scaffolds or contigs	UNIVERSITY OF MALAYA	-
Anncaliia algerae	1150868	PRJEA84437	84437	Fungi	Other Fungi	13.8234	25.5	GCA_000313815.1	-	-	-	CAIR01	-	-	-	2012/06/01	2012/06/01	Scaffolds or contigs	Laboratoire Microorganismes : Génome et Environnement	-
Anncaliia algerae PRA109	1240240	PRJNA188094	188094	Fungi	Other Fungi	25.4021	23.3	GCA_000385855.1	-	-	-	AOMV01	3368	-	-	2013/04/30	2013/05/01	Scaffolds or contigs	Broad Institute	-
Anncaliia algerae PRA339	1288291	PRJNA188095	188095	Fungi	Other Fungi	20.6313	23.4	GCA_000385875.1	-	-	-	AOMW01	1959	-	-	2013/04/30	2013/05/01	Scaffolds or contigs	Broad Institute	-
Anncaliia algerae AA1HC	1412089	PRJNA236169	236169	Fungi	Other Fungi	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Anncaliia algerae AA1HI	1412088	PRJNA236170	236170	Fungi	Other Fungi	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Anncaliia algerae AA2HC	1412087	PRJNA236171	236171	Fungi	Other Fungi	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Anncaliia algerae AA2HI	1412086	PRJNA236172	236172	Fungi	Other Fungi	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Anncaliia algerae AA3H	1451497	PRJNA236173	236173	Fungi	Other Fungi	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Anncaliia algerae AA3H	1451497	PRJNA236175	236175	Fungi	Other Fungi	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Broad Institute	-
Cladosporium sphaerospermum UM 843	1151026	PRJNA85131	85131	Fungi	Ascomycetes	26.1289	55.9	GCA_000261425.1	-	-	-	AIIA01	-	-	-	2012/05/07	2012/05/07	Scaffolds or contigs	UNIVERSITY OF MALAYA	-
Passalora fulva CBS 131901	1156157	PRJNA86753	86753	Fungi	Ascomycetes	61.1039	48.8	GCA_000301015.1	-	-	-	AMRR01	4864	-	-	2012/10/01	2012/10/11	Scaffolds or contigs	Wageningen UR (University & Research centre)	-
Tupaia chinensis	246437	PRJNA169406	169406	Animals	Mammals	2846.58	41.7	GCA_000334495.1	-	-	-	ALAR01	50750	21056	21040	2013/01/28	2013/11/01	Scaffolds or contigs	BGI	SAMN01084043
Hortaea werneckii EXF-2000	1157616	PRJNA87027	87027	Fungi	Ascomycetes	51.6745	53.6	GCA_000410955.1	-	-	-	AIJO01	11193	-	-	2013/06/04	2013/08/30	Scaffolds or contigs	University of Ljubljana, Faculty of Medicine, Institute of Biochemistry	-
Thermomyces lanuginosus SSBP	1158138	PRJNA88097	88097	Fungi	Ascomycetes	19.1555	52.2	GCA_000315935.1	-	-	-	ANHP01	311	-	-	2012/11/29	2013/07/25	Scaffolds or contigs	Durban University of Technology	-
Physeter catodon	9755	PRJNA89089	89089	Animals	Mammals	2280.71	41.2	GCA_000472045.1	-	-	-	AWZP01	11710	-	-	2013/09/28	2013/09/30	Scaffolds or contigs	Aquatic Genome Models 	-
Chaenocephalus aceratus	36190	PRJNA89117	89117	Animals	Fishes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Aquatic Genome Models	-
Poecilia formosa	48698	PRJNA89109	89109	Animals	Fishes	748.923	39.2	GCA_000485575.1	-	-	-	AYCK01	3985	-	-	2013/10/25	2013/10/28	Scaffolds or contigs	Aquatic Genome Models	-
Astyanax mexicanus	7994	PRJNA89115	89115	Animals	Fishes	1191.24	37.9	GCA_000372685.1	-	-	-	APWO01	10735	-	-	2013/04/23	2013/04/23	Scaffolds or contigs	Aquatic Genome Models	-
Stegastes partitus	144197	PRJNA89147	89147	Animals	Fishes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Aquatic Genome Models	-
Chilo suppressalis	168631	PRJNA178139	178139	Animals	Insects	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Department of entomology, College of Plant Protection, Nanjing Agricultural University	-
Saccharomyces arboricola H-6	1160507	PRJNA88533	88533	Fungi	Ascomycetes	11.6195	40.3	GCA_000292725.1	16	1	-	ALIE01	35	8	8	2012/08/16	2012/09/11	Chromosomes	The University of Nottingham	-
Ascocoryne sarcoides NRRL 50072	1016881	PRJNA71021	71021	Fungi	Ascomycetes	34.2474	46.4	GCA_000328965.1	-	-	-	AIAA01	13	-	-	2012/12/31	2013/01/02	Scaffolds or contigs	Yale University	-
Pleosporales sp. UM 1110	1162309	PRJNA89471	89471	Fungi	Ascomycetes	36.9196	51.4	GCA_000263175.1	-	-	-	AJMS01	-	-	-	2012/05/16	2012/06/05	Scaffolds or contigs	UNIVERSITY OF MALAYA	-
Chlorocebus aethiops	9534	PRJNA168472	168472	Animals	Mammals	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Vervet Genomics Consortium	-
Nicotiana sylvestris	4096	PRJNA182500	182500	Plants	Land Plants	2221.83	39.1	GCA_000393655.1	-	-	-	ASAF01	253917	-	-	2013/05/08	2013/05/16	Scaffolds or contigs	Philip Morris International R&D	-
Chlorocebus sabaeus	60711	PRJNA168527	168527	Animals	Mammals	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Vervet Genomics Consortium	-
Chlorocebus sabaeus	60711	PRJNA168621	168621	Animals	Mammals	2789.64	40.8594	GCA_000409795.1	31	-	-	AQIB01	2021	-	-	2013/05/17	2013/06/13	Chromosomes	Vervet Genomics Consortium	SAMN02046733
Arabidopsis halleri subsp. gemmifera	63677	PRJDB1392	235279	Plants	Land Plants	221.14	37.1	GCA_000523005.1	-	-	-	BASO01	-	-	-	2014/01/16	2014/01/16	Scaffolds or contigs	Tokyo Institute of Technology	-
Fusarium fujikuroi B14	1215603	PRJNA171493	171493	Fungi	Ascomycetes	43.8127	48.3	GCA_000315255.1	-	-	-	ANFV01	333	-	-	2012/11/19	2013/03/08	Scaffolds or contigs	Soonchunhyang University	-
Fusarium fujikuroi IMI 58289	1279085	PRJNA223306	223306	Fungi	Ascomycetes	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Oregon State University	-
Nannochloropsis oceanica	145522	PRJNA60795	60795	Protists	Other Protists	27.6399	53.5	GCA_000226695.1	-	-	-	AEUM01	-	-	-	2011/09/29	2011/09/29	Scaffolds or contigs	College of Marine Life Sciences, Ocean University of China	-
Citrus reticulata	85571	PRJNA225963	225963	Plants	Land Plants	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	DOE-Joint Genome Institute	-
Citrus reticulata	85571	PRJNA225965	225965	Plants	Land Plants	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	DOE-Joint Genome Institute	-
Populus euphratica	75702	PRJNA178692	178692	Plants	Land Plants	495.876	32.1	GCA_000495115.1	-	-	-	AOFL01	9614	-	-	2013/11/01	2013/11/01	Scaffolds or contigs	Lanzhou University	-
Leishmania amazonensis	5659	PRJNA173202	173202	Protists	Kinetoplasts	29.0293	59.3	GCA_000438535.1	-	-	-	APNT01	2627	-	-	2013/07/18	2013/07/18	Scaffolds or contigs	Laboratorio de Genomica e Expressao	-
Globobulimina pseudospinescens	212519	PRJNA136407	136407	Protists	Other Protists	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Department of Molecular Biology (274), Radboud University	-
Parasteatoda tepidariorum	114398	PRJNA167405	167405	Animals	Other Animals	1443.91	29.5	GCA_000365465.1	-	-	-	AOMJ01	31445	-	-	2013/04/15	2013/09/27	Scaffolds or contigs	The i5k Initiative	SAMN02364452
Rhodosporidium toruloides MTCC 457	1165933	PRJNA112573	112573	Fungi	Basidiomycetes	20.0603	61.9	GCA_000258745.1	-	-	-	AJMJ01	462	-	-	2012/04/13	2012/08/10	Scaffolds or contigs	Institute of Microbial Technology(IMTECH)-CSIR,Sector 39A,Chandigarh,160036	-
Rhodosporidium toruloides NP11	1130832	PRJNA169538	169538	Fungi	Basidiomycetes	20.2239	62	GCA_000320785.2	-	-	-	ALAU01	94	8171	8140	2012/10/30	2013/04/01	Scaffolds or contigs	Dalian Institute of Chemical Physics	-
